,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72
global11,0.74911,0.10549,0.05214,0.02076,0.01763,0.0082,0.00651,0.00511,0.00435,0.00357,0.00339,0.0027,0.00257,0.00197,0.00173,0.00151,0.00129,0.00109,0.00095,0.00082,0.00076,0.00066,0.00057,0.00055,0.00049,0.00042,0.00039,0.00038,0.00037,0.00032,0.00029,0.00026,0.00025,0.00024,0.00021,0.00018,0.00017,0.00017,0.00015,0.00015,0.00013,0.00013,0.00013,0.00012,0.00011,1e-04,1e-04,1e-04,9e-05,8e-05,8e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,0
global12,0.4276,0.12703,0.10631,0.04458,0.03555,0.0332,0.02163,0.01923,0.01719,0.01406,0.01331,0.01101,0.00926,0.00841,0.00772,0.00735,0.00596,0.00548,0.00522,0.00476,0.00436,0.00422,0.00364,0.00356,0.00326,0.00312,0.00296,0.00257,0.00253,0.00234,0.00224,0.00217,0.00207,0.00201,0.0019,0.00177,0.0017,0.00159,0.00154,0.00151,0.00139,0.00131,0.00128,0.00123,0.00121,0.00114,0.00108,0.00102,0.001,0.00096,0.00094,0.00086,0.00083,0.00078,0.00078,0.00074,7e-04,0.00065,0.00063,0.00062,0.00058,0.00056,0.00054,0.00053,0.00049,0.00049,0.00044,0.00039,0.00038,0.00032,0.00026,0
global13,0.51128,0.0706,0.06264,0.04264,0.02963,0.02827,0.02107,0.01899,0.01572,0.01458,0.01265,0.01194,0.01111,0.00873,0.00848,0.00825,0.00749,0.0069,0.00636,0.00577,0.0051,0.00484,0.00477,0.00436,0.00421,0.00404,0.00369,0.00351,0.00326,0.00319,0.00289,0.0026,0.00253,0.0025,0.00243,0.0022,0.0021,0.00204,0.00199,0.00186,0.00183,0.00177,0.00171,0.00162,0.00157,0.00147,0.00141,0.00134,0.00129,0.00124,0.00121,0.00118,0.00112,0.00109,0.00104,0.001,0.00095,0.00093,0.00089,0.00085,0.00081,0.00078,0.00076,0.00074,0.00073,0.00071,0.00063,0.00062,0.00059,0.00054,0.00033,0
global14,0.66777,0.13837,0.0543,0.03565,0.01953,0.01399,0.0102,0.00764,0.00625,0.00528,0.00414,0.00343,0.00323,0.00257,0.00239,0.00206,0.00178,0.00151,0.00141,0.0012,0.00115,0.00113,0.00101,0.00095,0.00083,0.00081,0.00075,0.00071,0.00062,0.00061,0.00054,0.00049,0.00049,0.00045,0.00041,0.00041,0.00036,0.00035,0.00032,0.00031,3e-04,0.00028,0.00027,0.00026,0.00024,0.00023,0.00022,2e-04,2e-04,0.00018,0.00018,0.00016,0.00016,0.00014,0.00014,0.00013,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,0
global15,0.79231,0.1049,0.04784,0.01191,0.00849,0.00635,0.00503,0.00376,0.00292,0.00212,0.00177,0.00139,0.00115,0.00101,0.00085,0.00069,0.00064,0.00062,5e-04,0.00046,4e-04,0.00036,0.00035,0.00032,0.00027,0.00026,0.00024,0.00023,2e-04,0.00019,0.00017,0.00017,0.00016,0.00014,0.00013,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,1e-05,1e-05,0
global16,0.69929,0.11187,0.05448,0.02642,0.01733,0.01259,0.01043,0.00876,0.00706,0.00594,0.00493,0.00389,0.00331,0.00301,0.00224,0.00214,0.00199,0.00186,0.00162,0.00157,0.0015,0.00135,0.00123,0.00112,0.00094,0.00088,0.00087,0.00074,7e-04,0.00065,0.00059,0.00058,0.00052,5e-04,0.00043,0.00041,0.00039,0.00039,0.00035,0.00033,0.00032,0.00031,3e-04,0.00028,0.00026,0.00025,0.00023,0.00021,2e-04,0.00019,0.00018,0.00018,0.00016,0.00015,0.00015,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,5e-05,4e-05,0
global17,0.6373,0.13928,0.06887,0.04386,0.02727,0.01547,0.01243,0.00791,0.00675,0.00441,0.00413,0.00311,0.00282,0.00259,0.00207,0.00183,0.00166,0.0015,0.0014,0.00121,0.00111,0.00089,8e-04,0.00079,0.00069,0.00064,0.00059,0.00055,0.00051,0.00049,0.00047,0.00041,0.00041,0.00037,0.00034,0.00033,0.00031,3e-04,0.00029,0.00028,0.00025,0.00024,0.00021,2e-04,0.00019,0.00019,0.00017,0.00016,0.00015,0.00014,0.00013,0.00013,0.00012,0.00012,1e-04,1e-04,9e-05,9e-05,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,3e-05,0
global18,0.67465,0.13262,0.04996,0.03938,0.02115,0.01684,0.01002,0.00847,0.00541,0.00486,0.00363,0.00337,0.00257,0.0022,0.00203,0.00195,0.00176,0.00162,0.0014,0.00116,0.00113,0.00105,0.00101,0.00089,0.00078,0.00074,0.00066,6e-04,0.00058,0.00055,0.00049,0.00043,0.00041,0.00039,0.00036,0.00033,3e-04,0.00029,0.00027,0.00025,0.00023,0.00023,0.00021,0.00018,0.00017,0.00017,0.00016,0.00015,0.00014,0.00014,0.00013,0.00012,0.00011,0.00011,0.00011,1e-04,9e-05,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,3e-05,0
global19,0.63746,0.1358,0.07075,0.04291,0.01883,0.01466,0.01106,0.00895,0.0068,0.00564,0.00463,0.00377,0.00347,0.00338,0.00284,0.00221,0.002,0.00191,0.00163,0.00154,0.00135,0.00131,0.00123,0.00113,0.00095,0.00091,0.00084,0.00079,0.00071,0.00064,0.00063,0.00057,5e-04,0.00049,0.00047,0.00045,4e-04,0.00037,0.00036,0.00035,0.00033,0.00032,0.00029,0.00029,0.00028,0.00025,0.00025,0.00022,0.00021,2e-04,2e-04,0.00019,0.00018,0.00016,0.00016,0.00016,0.00015,0.00014,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,1e-04,9e-05,9e-05,8e-05,7e-05,6e-05,0
global20,0.75784,0.0863,0.06224,0.01808,0.01244,0.00879,0.0068,0.00614,0.00433,0.00411,0.00342,0.00278,0.00268,0.00229,0.00192,0.0018,0.00135,0.00126,0.00119,0.00118,0.0011,0.00087,0.00081,0.00075,0.00067,0.00066,0.00061,0.00051,0.00051,0.00046,0.00043,0.00038,0.00036,0.00032,0.00032,3e-04,3e-04,0.00025,0.00024,0.00021,0.00021,2e-04,0.00018,0.00017,0.00017,0.00016,0.00014,0.00014,0.00013,0.00013,0.00012,0.00011,0.00011,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,2e-05,2e-05,0
global21,0.65565,0.1068,0.07159,0.03918,0.0182,0.01567,0.01278,0.00898,0.0071,0.00653,0.00541,0.00528,0.00472,0.00378,0.00318,0.00278,0.00243,0.00228,0.00199,0.00193,0.00189,0.00167,0.00158,0.00137,0.00111,0.00106,0.00093,0.00089,0.00084,0.00081,0.00075,0.00075,7e-04,0.00062,0.00061,0.00053,5e-04,0.00048,0.00042,0.00038,0.00037,0.00037,0.00034,0.00032,3e-04,0.00028,0.00028,0.00026,0.00025,0.00024,0.00023,0.00023,0.00021,2e-04,0.00018,0.00018,0.00017,0.00016,0.00014,0.00013,0.00013,0.00012,0.00011,0.00011,1e-04,9e-05,9e-05,8e-05,8e-05,6e-05,4e-05,0
global22,0.59548,0.192,0.07499,0.04138,0.01911,0.0145,0.01034,0.00782,0.00579,0.00524,0.00417,0.00378,0.00232,0.00198,0.00163,0.00152,0.00137,0.00117,0.00115,0.00107,0.00097,0.00089,0.00086,0.00069,0.00066,0.00061,0.00054,0.00053,0.00047,0.00042,0.00042,0.00038,0.00037,0.00033,0.00033,0.00032,3e-04,0.00027,0.00025,0.00024,0.00023,2e-04,2e-04,0.00019,0.00018,0.00017,0.00017,0.00016,0.00014,0.00013,0.00012,0.00011,0.00011,0.00011,0.00011,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,0
global23,0.63826,0.13489,0.07389,0.03424,0.02124,0.01469,0.01198,0.0096,0.00564,0.00493,0.00467,0.00431,0.00386,0.00302,0.00296,0.00227,0.0022,0.00176,0.00167,0.00164,0.0015,0.00128,0.00116,0.00114,0.00111,0.00101,0.00097,0.00088,0.00083,7e-04,0.00066,0.00065,0.00061,0.00058,0.00052,5e-04,0.00046,0.00046,0.00043,0.00041,4e-04,0.00039,0.00037,0.00032,0.00031,3e-04,0.00029,0.00028,0.00026,0.00026,0.00025,0.00022,0.00022,0.00021,2e-04,0.00019,0.00018,0.00017,0.00016,0.00016,0.00015,0.00015,0.00014,0.00014,0.00013,0.00012,0.00011,1e-04,9e-05,8e-05,7e-05,0
global24,0.66851,0.08187,0.04954,0.03333,0.0209,0.01772,0.01438,0.01288,0.01238,0.00932,0.00836,0.00669,0.00524,0.00505,0.00441,0.00368,0.00334,0.00308,0.00285,0.00272,0.00236,0.00226,0.00208,0.00174,0.00166,0.00152,0.00138,0.00135,0.00127,0.00117,0.00112,0.00102,0.00093,0.00089,0.00086,0.00077,0.00073,0.00069,0.00066,6e-04,0.00057,0.00054,0.00051,0.00048,0.00047,0.00043,0.00041,4e-04,0.00038,0.00036,0.00033,0.00032,0.00031,0.00029,0.00028,0.00026,0.00023,0.00023,0.00022,2e-04,0.00019,0.00017,0.00016,0.00015,0.00015,0.00014,0.00012,0.00012,0.00011,1e-04,9e-05,0
global25,0.55135,0.09543,0.09251,0.04703,0.02716,0.02558,0.02146,0.01606,0.01247,0.01067,0.00969,0.00736,0.00646,0.00635,0.00601,0.00518,0.00475,0.00388,0.00315,0.00302,0.00289,0.0027,0.00227,0.00214,0.00194,0.00185,0.00178,0.00162,0.00153,0.00149,0.00142,0.00136,0.00119,0.00115,0.0011,0.00106,0.00102,0.00095,9e-04,0.00089,0.00081,0.00076,0.00072,0.00068,0.00065,0.00063,0.00059,0.00059,0.00056,0.00052,5e-04,0.00047,0.00046,0.00044,0.00041,4e-04,0.00038,0.00036,0.00034,0.00033,0.00031,0.00029,0.00028,0.00026,0.00025,0.00024,0.00022,0.00021,2e-04,0.00017,0.00015,0
global26,0.65817,0.12587,0.05522,0.03808,0.03027,0.0147,0.0101,0.00924,0.00636,0.0057,0.00527,0.00389,0.00361,0.00293,0.00248,0.00213,0.0021,0.0019,0.0017,0.00168,0.0015,0.00132,0.00123,0.00099,0.00093,0.00089,0.00083,0.00076,0.00068,0.00064,0.00061,0.00056,0.00049,0.00044,0.00042,0.00041,0.00039,0.00038,0.00035,0.00034,0.00031,0.00029,0.00026,0.00024,0.00024,0.00022,0.00021,0.00021,0.00019,0.00018,0.00017,0.00016,0.00016,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,9e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,0
global27,0.76804,0.10495,0.07025,0.0133,0.00977,0.00689,0.00405,0.00375,0.00251,0.00174,0.00159,0.00129,0.00124,0.00095,9e-04,0.00079,0.00062,0.00056,0.00054,5e-04,0.00043,0.00042,0.00035,0.00035,3e-04,0.00029,0.00026,0.00022,2e-04,0.00019,0.00018,0.00017,0.00016,0.00015,0.00015,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,0
global28,0.6524,0.12905,0.07655,0.03289,0.02626,0.01323,0.01178,0.00861,0.00581,0.00483,0.00414,0.00315,0.00267,0.00219,0.00186,0.00185,0.00164,0.00147,0.00143,0.00128,0.0012,0.00107,0.001,9e-04,0.00086,0.00081,0.00074,0.00065,0.00063,0.00053,0.00049,0.00045,0.00044,0.00043,4e-04,0.00037,0.00036,0.00032,0.00032,3e-04,0.00029,0.00028,0.00027,0.00026,0.00024,0.00022,0.00021,0.00021,2e-04,0.00019,0.00017,0.00017,0.00016,0.00015,0.00013,0.00013,0.00012,0.00012,0.00011,0.00011,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,5e-05,5e-05,0
global29,0.70703,0.12221,0.06736,0.02059,0.01841,0.01454,0.00654,0.00568,0.00458,0.0042,0.00336,0.00279,0.00226,0.00208,0.00172,0.00153,0.0012,0.001,0.00099,0.00089,0.00085,0.00078,7e-04,0.00058,0.00055,0.00049,0.00041,0.00039,0.00037,0.00037,0.00035,0.00035,3e-04,0.00029,0.00027,0.00025,0.00023,0.00022,0.00021,2e-04,0.00019,0.00017,0.00017,0.00017,0.00015,0.00014,0.00014,0.00012,0.00012,0.00011,1e-04,1e-04,1e-04,9e-05,9e-05,9e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,2e-05,0
global30,0.77411,0.10948,0.06237,0.01755,0.00731,0.00463,0.00404,0.00334,0.00229,0.00154,0.00145,0.00132,0.00107,0.00091,0.00082,7e-04,0.00058,0.00056,0.00048,0.00043,0.00036,0.00034,0.00031,3e-04,0.00026,0.00024,0.00023,0.00019,0.00018,0.00018,0.00017,0.00015,0.00014,0.00014,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,0,0
global31,0.42221,0.22561,0.07662,0.06333,0.02854,0.01831,0.01689,0.01286,0.01174,0.01071,0.00915,0.00799,0.00724,0.00627,0.00518,0.00449,0.00409,0.00389,0.00369,0.00335,0.00313,0.00302,0.0028,0.00258,0.00251,0.0023,0.00221,0.00215,0.002,0.00185,0.00185,0.00176,0.00163,0.00155,0.0015,0.00145,0.00133,0.00127,0.00119,0.00112,0.00109,0.00108,0.001,0.00097,0.00092,0.00089,0.00088,0.00079,0.00078,0.00073,0.00069,0.00066,0.00064,0.00061,0.00058,0.00055,0.00054,0.00053,0.00051,0.00049,0.00047,0.00043,0.00041,0.00039,0.00037,0.00036,0.00034,0.00032,0.00029,0.00022,0.00012,0
global32,0.77934,0.09171,0.04855,0.02032,0.01607,0.00607,0.00565,0.00398,0.00297,0.00259,0.00229,0.00191,0.00181,0.00168,0.0012,0.00111,0.00095,0.00083,0.00074,0.00068,0.00063,0.00057,0.00054,5e-04,0.00048,0.00045,0.00041,0.00036,0.00034,0.00034,3e-04,0.00028,0.00027,0.00025,0.00024,0.00023,0.00022,2e-04,2e-04,0.00018,0.00017,0.00016,0.00015,0.00014,0.00014,0.00014,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,2e-05,0
global33,0.5184,0.09799,0.09227,0.05414,0.03332,0.03043,0.02477,0.01728,0.0162,0.01397,0.0115,0.00771,0.00725,0.00549,0.00507,0.00494,0.00447,0.00377,0.0033,0.00317,0.00301,0.0027,0.00239,0.00217,0.00208,0.00196,0.00173,0.00166,0.00151,0.00143,0.00133,0.00127,0.00122,0.00113,0.00109,0.00102,0.00101,0.00095,0.00092,0.00089,0.00081,0.00078,0.00072,0.00069,0.00067,0.00065,6e-04,0.00055,0.00052,0.00051,0.00051,0.00045,0.00044,0.00043,0.00041,0.00038,0.00038,0.00037,0.00033,0.00032,0.00031,3e-04,0.00029,0.00027,0.00027,0.00025,0.00023,0.00022,0.00019,0.00015,0.00011,0
global34,0.58574,0.14437,0.10339,0.0392,0.02901,0.01705,0.01407,0.01188,0.0081,0.00613,0.00472,0.0039,0.00302,0.00253,0.0024,0.00216,0.00181,0.0017,0.00142,0.00131,0.00118,0.00113,0.00099,0.00088,0.00083,0.00071,0.00066,0.00065,0.00058,0.00054,0.00052,0.00046,0.00045,0.00041,0.00041,0.00038,0.00035,0.00033,3e-04,0.00028,0.00026,0.00025,0.00024,0.00023,0.00021,2e-04,2e-04,0.00018,0.00018,0.00017,0.00016,0.00015,0.00014,0.00013,0.00013,0.00012,1e-04,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,5e-05,5e-05,4e-05,0
global35,0.52534,0.16578,0.08712,0.03524,0.03235,0.02441,0.02039,0.01513,0.00908,0.00753,0.00717,0.00634,0.00525,0.00467,0.00388,0.00368,0.00342,0.00328,0.00296,0.00238,0.00204,0.00203,0.0019,0.00179,0.00166,0.00155,0.00139,0.00134,0.00128,0.00114,0.00108,0.00104,0.00097,0.00096,0.00087,0.00082,8e-04,7e-04,0.00066,0.00062,6e-04,0.00058,0.00053,0.00053,0.00049,0.00049,0.00046,0.00044,0.00043,0.00041,0.00039,0.00037,0.00037,0.00035,0.00031,0.00029,0.00028,0.00026,0.00024,0.00024,0.00023,0.00022,0.00021,2e-04,0.00019,0.00017,0.00017,0.00016,0.00016,0.00012,9e-05,0
global36,0.55456,0.16167,0.11642,0.04105,0.02349,0.02031,0.01258,0.00863,0.00639,0.00551,0.00462,0.00433,0.00343,0.00325,0.00306,0.00276,0.00219,0.00206,0.00203,0.00167,0.0015,0.00138,0.00125,0.00108,0.00105,0.00097,0.00086,0.00083,7e-04,0.00064,0.00063,6e-04,0.00053,0.00052,0.00047,0.00045,0.00042,4e-04,0.00038,0.00036,0.00034,0.00031,0.00028,0.00027,0.00026,0.00024,0.00024,0.00023,0.00021,0.00019,0.00019,0.00017,0.00016,0.00016,0.00015,0.00014,0.00014,0.00013,0.00012,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,0
global37,0.55835,0.13979,0.10832,0.04204,0.02391,0.01987,0.01664,0.01111,0.00868,0.00762,0.00622,0.00515,0.00509,0.00465,0.00397,0.00325,0.00296,0.00231,0.00222,0.00211,0.00192,0.00176,0.00157,0.0015,0.0012,0.00119,0.00115,0.00112,0.001,0.00087,0.00081,0.00078,7e-04,0.00061,0.00057,0.00056,0.00055,0.00049,0.00047,0.00046,0.00044,0.00041,0.00038,0.00038,0.00034,0.00032,3e-04,0.00029,0.00027,0.00026,0.00023,0.00023,0.00022,2e-04,2e-04,0.00019,0.00018,0.00017,0.00015,0.00014,0.00014,0.00013,0.00012,0.00012,0.00012,1e-04,1e-04,9e-05,8e-05,7e-05,6e-05,0
