,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72
global11,0.74911,0.10549,0.05214,0.02076,0.01763,0.0082,0.00651,0.00511,0.00435,0.00357,0.00339,0.0027,0.00257,0.00197,0.00173,0.00151,0.00129,0.00109,0.00095,0.00082,0.00076,0.00066,0.00057,0.00055,0.00049,0.00042,0.00039,0.00038,0.00037,0.00032,0.00029,0.00026,0.00025,0.00024,0.00021,0.00018,0.00017,0.00017,0.00015,0.00015,0.00013,0.00013,0.00013,0.00012,0.00011,1e-04,1e-04,1e-04,9e-05,8e-05,8e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,0
global12,0.38369,0.11753,0.09312,0.08198,0.03805,0.02961,0.02921,0.02174,0.0172,0.01459,0.01315,0.01201,0.01183,0.0095,0.00874,0.00743,0.00715,0.00655,0.00635,0.00551,0.00469,0.00446,0.00425,0.00394,0.00371,0.00346,0.00315,0.003,0.00291,0.00273,0.00244,0.00227,0.00223,0.00217,0.00211,0.00207,0.00194,0.00181,0.00177,0.00172,0.00157,0.00155,0.00146,0.00142,0.00134,0.00129,0.00125,0.00121,0.00113,0.00107,0.00105,0.00103,0.00094,0.00091,9e-04,9e-04,0.00086,0.00082,0.00076,0.00073,7e-04,0.00067,0.00065,0.00062,0.00061,0.00057,0.00053,5e-04,0.00047,4e-04,0.00034,0
global13,0.51128,0.0706,0.06264,0.04264,0.02963,0.02827,0.02107,0.01899,0.01572,0.01458,0.01265,0.01194,0.01111,0.00873,0.00848,0.00825,0.00749,0.0069,0.00636,0.00577,0.0051,0.00484,0.00477,0.00436,0.00421,0.00404,0.00369,0.00351,0.00326,0.00319,0.00289,0.0026,0.00253,0.0025,0.00243,0.0022,0.0021,0.00204,0.00199,0.00186,0.00183,0.00177,0.00171,0.00162,0.00157,0.00147,0.00141,0.00134,0.00129,0.00124,0.00121,0.00118,0.00112,0.00109,0.00104,0.001,0.00095,0.00093,0.00089,0.00085,0.00081,0.00078,0.00076,0.00074,0.00073,0.00071,0.00063,0.00062,0.00059,0.00054,0.00033,0
global14,0.60226,0.14406,0.08371,0.04471,0.02676,0.01849,0.0112,0.00798,0.00727,0.00588,0.00485,0.00364,0.00324,0.0029,0.00282,0.00236,0.00207,0.00199,0.00187,0.00162,0.0013,0.00116,0.00111,0.00108,0.00099,0.00086,0.00081,0.00077,0.00073,0.00068,0.00064,0.00059,0.00058,0.00056,0.00053,0.00051,0.00045,0.00042,0.00041,0.00038,0.00036,0.00035,0.00033,0.00031,0.00029,0.00029,0.00027,0.00027,0.00026,0.00022,0.00021,2e-04,0.00019,0.00018,0.00018,0.00017,0.00016,0.00015,0.00015,0.00014,0.00013,0.00013,0.00012,0.00011,0.00011,1e-04,1e-04,8e-05,8e-05,7e-05,6e-05,0
global15,0.69929,0.11187,0.05448,0.02642,0.01733,0.01259,0.01043,0.00876,0.00706,0.00594,0.00493,0.00389,0.00331,0.00301,0.00224,0.00214,0.00199,0.00186,0.00162,0.00157,0.0015,0.00135,0.00123,0.00112,0.00094,0.00088,0.00087,0.00074,7e-04,0.00065,0.00059,0.00058,0.00052,5e-04,0.00043,0.00041,0.00039,0.00039,0.00035,0.00033,0.00032,0.00031,3e-04,0.00028,0.00026,0.00025,0.00023,0.00021,2e-04,0.00019,0.00018,0.00018,0.00016,0.00015,0.00015,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,5e-05,4e-05,0
global16,0.6373,0.13928,0.06887,0.04386,0.02727,0.01547,0.01243,0.00791,0.00675,0.00441,0.00413,0.00311,0.00282,0.00259,0.00207,0.00183,0.00166,0.0015,0.0014,0.00121,0.00111,0.00089,8e-04,0.00079,0.00069,0.00064,0.00059,0.00055,0.00051,0.00049,0.00047,0.00041,0.00041,0.00037,0.00034,0.00033,0.00031,3e-04,0.00029,0.00028,0.00025,0.00024,0.00021,2e-04,0.00019,0.00019,0.00017,0.00016,0.00015,0.00014,0.00013,0.00013,0.00012,0.00012,1e-04,1e-04,9e-05,9e-05,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,3e-05,0
global17,0.67465,0.13262,0.04996,0.03938,0.02115,0.01684,0.01002,0.00847,0.00541,0.00486,0.00363,0.00337,0.00257,0.0022,0.00203,0.00195,0.00176,0.00162,0.0014,0.00116,0.00113,0.00105,0.00101,0.00089,0.00078,0.00074,0.00066,6e-04,0.00058,0.00055,0.00049,0.00043,0.00041,0.00039,0.00036,0.00033,3e-04,0.00029,0.00027,0.00025,0.00023,0.00023,0.00021,0.00018,0.00017,0.00017,0.00016,0.00015,0.00014,0.00014,0.00013,0.00012,0.00011,0.00011,0.00011,1e-04,9e-05,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,3e-05,0
global18,0.63746,0.1358,0.07075,0.04291,0.01883,0.01466,0.01106,0.00895,0.0068,0.00564,0.00463,0.00377,0.00347,0.00338,0.00284,0.00221,0.002,0.00191,0.00163,0.00154,0.00135,0.00131,0.00123,0.00113,0.00095,0.00091,0.00084,0.00079,0.00071,0.00064,0.00063,0.00057,5e-04,0.00049,0.00047,0.00045,4e-04,0.00037,0.00036,0.00035,0.00033,0.00032,0.00029,0.00029,0.00028,0.00025,0.00025,0.00022,0.00021,2e-04,2e-04,0.00019,0.00018,0.00016,0.00016,0.00016,0.00015,0.00014,0.00014,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,1e-04,9e-05,9e-05,8e-05,7e-05,6e-05,0
global19,0.59548,0.192,0.07499,0.04138,0.01911,0.0145,0.01034,0.00782,0.00579,0.00524,0.00417,0.00378,0.00232,0.00198,0.00163,0.00152,0.00137,0.00117,0.00115,0.00107,0.00097,0.00089,0.00086,0.00069,0.00066,0.00061,0.00054,0.00053,0.00047,0.00042,0.00042,0.00038,0.00037,0.00033,0.00033,0.00032,3e-04,0.00027,0.00025,0.00024,0.00023,2e-04,2e-04,0.00019,0.00018,0.00017,0.00017,0.00016,0.00014,0.00013,0.00012,0.00011,0.00011,0.00011,0.00011,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,3e-05,0
global20,0.63826,0.13489,0.07389,0.03424,0.02124,0.01469,0.01198,0.0096,0.00564,0.00493,0.00467,0.00431,0.00386,0.00302,0.00296,0.00227,0.0022,0.00176,0.00167,0.00164,0.0015,0.00128,0.00116,0.00114,0.00111,0.00101,0.00097,0.00088,0.00083,7e-04,0.00066,0.00065,0.00061,0.00058,0.00052,5e-04,0.00046,0.00046,0.00043,0.00041,4e-04,0.00039,0.00037,0.00032,0.00031,3e-04,0.00029,0.00028,0.00026,0.00026,0.00025,0.00022,0.00022,0.00021,2e-04,0.00019,0.00018,0.00017,0.00016,0.00016,0.00015,0.00015,0.00014,0.00014,0.00013,0.00012,0.00011,1e-04,9e-05,8e-05,7e-05,0
global21,0.66851,0.08187,0.04954,0.03333,0.0209,0.01772,0.01438,0.01288,0.01238,0.00932,0.00836,0.00669,0.00524,0.00505,0.00441,0.00368,0.00334,0.00308,0.00285,0.00272,0.00236,0.00226,0.00208,0.00174,0.00166,0.00152,0.00138,0.00135,0.00127,0.00117,0.00112,0.00102,0.00093,0.00089,0.00086,0.00077,0.00073,0.00069,0.00066,6e-04,0.00057,0.00054,0.00051,0.00048,0.00047,0.00043,0.00041,4e-04,0.00038,0.00036,0.00033,0.00032,0.00031,0.00029,0.00028,0.00026,0.00023,0.00023,0.00022,2e-04,0.00019,0.00017,0.00016,0.00015,0.00015,0.00014,0.00012,0.00012,0.00011,1e-04,9e-05,0
global22,0.45736,0.1777,0.06663,0.05694,0.02966,0.02778,0.02264,0.01855,0.01507,0.01417,0.0103,0.00935,0.00773,0.00658,0.00585,0.00546,0.00513,0.00456,0.00402,0.00347,0.00321,0.00291,0.00253,0.00233,0.00221,0.00218,0.00211,0.00205,0.00186,0.00161,0.00159,0.00154,0.00137,0.00135,0.00129,0.00117,0.00111,0.00104,0.00102,0.00102,0.00095,0.00089,0.00084,8e-04,0.00077,0.00074,0.00069,0.00067,0.00064,0.00059,0.00057,0.00056,0.00054,0.00052,0.00049,0.00047,0.00045,0.00044,0.00041,0.00039,0.00038,0.00036,0.00034,0.00032,0.00032,0.00029,0.00027,0.00026,0.00025,0.00021,0.00018,0
global23,0.76804,0.10495,0.07025,0.0133,0.00977,0.00689,0.00405,0.00375,0.00251,0.00174,0.00159,0.00129,0.00124,0.00095,9e-04,0.00079,0.00062,0.00056,0.00054,5e-04,0.00043,0.00042,0.00035,0.00035,3e-04,0.00029,0.00026,0.00022,2e-04,0.00019,0.00018,0.00017,0.00016,0.00015,0.00015,0.00013,0.00012,0.00012,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,0
global24,0.6524,0.12905,0.07655,0.03289,0.02626,0.01323,0.01178,0.00861,0.00581,0.00483,0.00414,0.00315,0.00267,0.00219,0.00186,0.00185,0.00164,0.00147,0.00143,0.00128,0.0012,0.00107,0.001,9e-04,0.00086,0.00081,0.00074,0.00065,0.00063,0.00053,0.00049,0.00045,0.00044,0.00043,4e-04,0.00037,0.00036,0.00032,0.00032,3e-04,0.00029,0.00028,0.00027,0.00026,0.00024,0.00022,0.00021,0.00021,2e-04,0.00019,0.00017,0.00017,0.00016,0.00015,0.00013,0.00013,0.00012,0.00012,0.00011,0.00011,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,7e-05,7e-05,5e-05,5e-05,0
global25,0.70703,0.12221,0.06736,0.02059,0.01841,0.01454,0.00654,0.00568,0.00458,0.0042,0.00336,0.00279,0.00226,0.00208,0.00172,0.00153,0.0012,0.001,0.00099,0.00089,0.00085,0.00078,7e-04,0.00058,0.00055,0.00049,0.00041,0.00039,0.00037,0.00037,0.00035,0.00035,3e-04,0.00029,0.00027,0.00025,0.00023,0.00022,0.00021,2e-04,0.00019,0.00017,0.00017,0.00017,0.00015,0.00014,0.00014,0.00012,0.00012,0.00011,1e-04,1e-04,1e-04,9e-05,9e-05,9e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,2e-05,0
global26,0.77411,0.10948,0.06237,0.01755,0.00731,0.00463,0.00404,0.00334,0.00229,0.00154,0.00145,0.00132,0.00107,0.00091,0.00082,7e-04,0.00058,0.00056,0.00048,0.00043,0.00036,0.00034,0.00031,3e-04,0.00026,0.00024,0.00023,0.00019,0.00018,0.00018,0.00017,0.00015,0.00014,0.00014,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,3e-05,3e-05,3e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,1e-05,1e-05,0,0
global27,0.37309,0.13968,0.11092,0.05471,0.04231,0.03312,0.02619,0.02282,0.01971,0.01578,0.01469,0.0115,0.01092,0.00921,0.00842,0.0069,0.00579,0.00569,0.00515,0.00454,0.00418,0.00399,0.0038,0.00363,0.00346,0.00321,0.00311,0.00294,0.00284,0.00273,0.00263,0.00229,0.00225,0.00205,0.00192,0.00185,0.00178,0.00171,0.00155,0.00146,0.00141,0.00135,0.00131,0.00124,0.00121,0.00116,0.00115,0.00113,0.00101,0.00099,0.00096,0.00094,9e-04,0.00087,0.00082,0.00078,0.00076,0.00074,0.00071,0.00066,0.00065,0.00061,0.00058,0.00057,0.00056,0.00052,0.00051,0.00047,0.00044,0.00033,0.00016,0
global28,0.77934,0.09171,0.04855,0.02032,0.01607,0.00607,0.00565,0.00398,0.00297,0.00259,0.00229,0.00191,0.00181,0.00168,0.0012,0.00111,0.00095,0.00083,0.00074,0.00068,0.00063,0.00057,0.00054,5e-04,0.00048,0.00045,0.00041,0.00036,0.00034,0.00034,3e-04,0.00028,0.00027,0.00025,0.00024,0.00023,0.00022,2e-04,2e-04,0.00018,0.00017,0.00016,0.00015,0.00014,0.00014,0.00014,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,8e-05,7e-05,6e-05,6e-05,6e-05,5e-05,5e-05,5e-05,4e-05,4e-05,4e-05,4e-05,4e-05,3e-05,3e-05,2e-05,0
global29,0.58574,0.14437,0.10339,0.0392,0.02901,0.01705,0.01407,0.01188,0.0081,0.00613,0.00472,0.0039,0.00302,0.00253,0.0024,0.00216,0.00181,0.0017,0.00142,0.00131,0.00118,0.00113,0.00099,0.00088,0.00083,0.00071,0.00066,0.00065,0.00058,0.00054,0.00052,0.00046,0.00045,0.00041,0.00041,0.00038,0.00035,0.00033,3e-04,0.00028,0.00026,0.00025,0.00024,0.00023,0.00021,2e-04,2e-04,0.00018,0.00018,0.00017,0.00016,0.00015,0.00014,0.00013,0.00013,0.00012,1e-04,1e-04,1e-04,9e-05,9e-05,8e-05,8e-05,8e-05,7e-05,7e-05,7e-05,6e-05,5e-05,5e-05,4e-05,0
global30,0.45576,0.14863,0.13139,0.04017,0.03633,0.02753,0.02108,0.01745,0.01498,0.01012,0.00883,0.0074,0.0062,0.00547,0.00492,0.0048,0.00422,0.00387,0.00341,0.00299,0.00285,0.00268,0.00247,0.00223,0.002,0.00183,0.00173,0.00162,0.00155,0.00146,0.0014,0.00126,0.0012,0.00113,0.00105,0.00102,0.00095,0.00092,0.00086,0.00082,0.00078,0.00077,0.00074,0.00072,0.00067,0.00065,0.00061,0.00059,0.00054,0.00052,5e-04,0.00047,0.00046,0.00045,0.00044,4e-04,0.00039,0.00037,0.00036,0.00033,0.00031,3e-04,0.00028,0.00027,0.00027,0.00025,0.00023,0.00022,2e-04,0.00018,0.00016,0
global31,0.55456,0.16167,0.11642,0.04105,0.02349,0.02031,0.01258,0.00863,0.00639,0.00551,0.00462,0.00433,0.00343,0.00325,0.00306,0.00276,0.00219,0.00206,0.00203,0.00167,0.0015,0.00138,0.00125,0.00108,0.00105,0.00097,0.00086,0.00083,7e-04,0.00064,0.00063,6e-04,0.00053,0.00052,0.00047,0.00045,0.00042,4e-04,0.00038,0.00036,0.00034,0.00031,0.00028,0.00027,0.00026,0.00024,0.00024,0.00023,0.00021,0.00019,0.00019,0.00017,0.00016,0.00016,0.00015,0.00014,0.00014,0.00013,0.00012,0.00012,0.00011,0.00011,1e-04,1e-04,9e-05,8e-05,8e-05,7e-05,7e-05,6e-05,6e-05,0
global32,0.55835,0.13979,0.10832,0.04204,0.02391,0.01987,0.01664,0.01111,0.00868,0.00762,0.00622,0.00515,0.00509,0.00465,0.00397,0.00325,0.00296,0.00231,0.00222,0.00211,0.00192,0.00176,0.00157,0.0015,0.0012,0.00119,0.00115,0.00112,0.001,0.00087,0.00081,0.00078,7e-04,0.00061,0.00057,0.00056,0.00055,0.00049,0.00047,0.00046,0.00044,0.00041,0.00038,0.00038,0.00034,0.00032,3e-04,0.00029,0.00027,0.00026,0.00023,0.00023,0.00022,2e-04,2e-04,0.00019,0.00018,0.00017,0.00015,0.00014,0.00014,0.00013,0.00012,0.00012,0.00012,1e-04,1e-04,9e-05,8e-05,7e-05,6e-05,0
